First Name,Last Name,University,Categories,Headline,Keywords,Profile Link
Shaochen,Chen,"University of California, San Diego",Physical Wellness,Printing Functional Human Tissue,"Therapeutics, 3d printing, new materials, skin, regenerative medicine",http://benefunder.org/causes/193/shaochen-chen
Gang,Hua,Stevens Institute of Technology,Physical Wellness,Technologies That Serve Patients,"Computer Vision, Co-Robot Wheelchair, Human Robot Interaction Visual Motion analysis, Hand Modeling, Hand Rehabilitation, Big Data, Human Computer Interaction, Visual Recognition, Face Recognition in the Wild, Real-world Face Recognition, Telemedicine",http://benefunder.org/causes/351/gang-hua
Reuben,Kraft,Pennsylvania State University,Physical Wellness,Understanding Humans in Extreme Environments with Computational Biomechanics,"finite element method, neuroscience, spine, brain, injury, injury biomechanics, biomechanics, humans, extreme environments, connectomics, high strain rate loading, impact, fracture, fragmentation, traumatic brain injury, mechanics, physics, material science, parallel computing, high performance computing, concussion, brain structure-function relationships",http://benefunder.org/causes/238/reuben-kraft
Stefan,Leutgeb,"University of California, San Diego",Physical Wellness,The Cells Driving our Brain’s Navigation System,"Therapeutics, Navigation, Place cells, Grid cells, Alzheimer's disease, Theta oscillations, Memory, traumatic brain injury",http://benefunder.org/causes/506/stefan-leutgeb
Bence,Ölveczky,Harvard University,Physical Wellness,Unlocking the Secrets of Complex Motor Learning,"Therapeutics, motor skill learning, brain plasticity, neural circuit dynamics and behavior, functional recovery from stroke",http://benefunder.org/causes/458/bence-%C3%B6lveczky
James,Sulzer,The University of Texas at Austin,Physical Wellness,Connecting the Brain and Body for Rehabilitation,"Therapeutics, neurofeedback, rehabilitation, spinal cord injury, stroke, robotics, motor learning, motor control, brain imaging, exoskeletons, brain injury, fMRI, walking, brain-machine interface, brain-computer interface",http://benefunder.org/causes/256/james-sulzer
Aziz,Merchant,Rutgers University,Physical Wellness,Training Surgeons while Maintaining Patient Safety,"Medical Simulation, Patient Safety, Residency and Medical Training, Virtual Reality, Simulation models, Simulation Center, Medical Education, Patient Outcomes, Mannequin, Standardized Patient, Team-Training",http://benefunder.org/causes/577/aziz-merchant
Bilge,Mutlu,University of Wisconsin-Madison,Preventative,Making Robots an Important Part of our Everyday Lives,"Robotics, human-centered robotics, human-robot interaction, human-computer interaction, interaction design, embodied interaction, interactive systems",http://benefunder.org/causes/339/bilge-mutlu
Thomas,Bewley,"University of California, San Diego",Preventative,Coordinating Robots for Environmental Sensing and Fun,"robotics, remote sensing, plume, pollution, toys, education, girls, balance, weather, forecasting, mechanics",http://benefunder.org/causes/494/thomas-bewley
Yun Raymond,Fu,Northeastern University,Preventative,Video Footage Helps Predict the Future,"Therapeutics, informatics, internet, security, imaging, artificial intelligence, machine learning",http://benefunder.org/causes/378/yun-raymond-fu
Ryan,Kastner,"University of California, San Diego",Preventative,Seeing the Deepest Corners of the Earth,"3D map, shipwreck, Mayan, culture, technology, culture, environment, education",http://benefunder.org/causes/204/ryan-kastner
Joseph,Wang,"University of California, San Diego",Preventative,Devices at the Nanoscale,"nanomachine, nanotechnology, nanoengineering, sensors, biosensors, monitoring, chemical monitoring",http://benefunder.org/causes/388/joseph-wang
Center for Wearable Sensors,,"University of California, San Diego",Preventative,"Painless, Wearable Sensors","sensors, biosensors, wearable sensors, nanotechnology, electrical engineering, non-invasive monitoring",http://benefunder.org/causes/389/center-wearable-sensors
Qualcomm Institute,,"University of California, San Diego",Preventative,Driving Innovation Forward,"information technology, communications, health, culture, energy, environment, wireless, photonics, cyberinfrastructure, nano, robotics, design",http://benefunder.org/causes/539/qualcomm-institute
Marsha Bates &,Jennifer Buckman,Rutgers University,Mental Wellness,Breaking The Cycle of Addiction,"Alcohol and Drugs, Addiction, Brain, Heart rate variability, Women, Intervention Development",http://benefunder.org/marsha-bates-jennifer-buckman
Kenneth,Gill,Rutgers University,Mental Wellness,Increasing Education and Employment Accessibility for Persons with Serious Mental Illnesses,"psychiatric rehabilitation, career development, supported employment, supported education, co-morbid medical disorders, wellness promotion, wellness coaching",http://benefunder.org/kenneth-gill
