First Name,Last Name,University,Categories,Headline,Keywords,Profile Link
Gang,Hua,Stevens Institute of Technology,Health IT,Technologies that Serve Patients,"Computer Vision, Co-Robot Wheelchair, Human Robot Interaction, Visual Motion analysis, Hand Modeling, Hand Rehabilitation, Big Data, Human Computer Interaction, Visual Recognition, Face Recognition in the Wild, Real-world Face Recognition",http://benefunder.org/causes/351/gang-hua
Tzyy-Ping,Jung,"University of California, San Diego",Health IT,Translating Neurotechnology Advancements,"health IT, neurotechnology, startup, brain, pre-clinical, patients, data, EEG, sensors",http://benefunder.org/causes/260/tzyy-ping-jung
Reuben,Kraft,Pennsylvania State University,Health IT,Understanding Humans in Extreme Environments with Computational Biomechanics,"finite element method, neuroscience, spine, brain, injury, injury biomechanics, biomechanics, humans, extreme environments, connectomics, high strain rate loading, impact, fracture, fragmentation, traumatic brain injury, mechanics, physics, material science, parallel computing, high performance computing, concussion, brain structure-function relationships",http://benefunder.org/causes/238/reuben-kraft
Yoichiro,Mori,University of Minnesota,Health IT,Mathematical Physiology: Solving the Hard Problems,"Electrophysiology, Cortical Spreading Depression, Migraine, Stroke, Seizures, Cardiac Arrhythmias, Mathematical and Computational Modeling, Mathematical Physiology",http://benefunder.org/causes/109/yoichiro-mori
Bilge,Mutlu,University of Wisconsin-Madison,Health IT,Making Robots an Important Part of our Everyday Lives,"Robotics, human-centered robotics, human-robot interaction, human-computer interaction, interaction design, embodied interaction, interactive systems",http://benefunder.org/causes/339/bilge-mutlu
Robert,Pless,Washington University,Health IT,Using the World's Webcams to Capture Time and Space in New Ways,"photos, cell phone, mobile app, image, google earth, photography, visual computing",http://benefunder.org/causes/142/robert-pless
Pradeep,Ravikumar,The University of Texas at Austin,Health IT,Hidden in a Combinatorial Web: Using Statistical & Information-Theoretic Tools to Find Connections,"Statistical Machine Learning, Big Data, Dependencies, Associations, Statistical Models",http://benefunder.org/causes/104/pradeep-ravikumar
Monika,Schleier-Smith,Stanford University,Health IT,Building a Foundation for the Next Generation's Quantum Technologies,"quantum, entanglement, fundamental, physics, atomic physics, quantum optics, sensing, computation, computer science, quantum mechanics",http://benefunder.org/causes/25/monika-schleier-smith
Claire,Snyder,Johns Hopkins University,Health IT,Focusing on the Whole Patient,"cancer, quality of life, quality of care, primary care, coordination of care",http://benefunder.org/causes/28/claire-snyder
Evan,Thomas,Portland State University,Health IT,Bringing the Internet of Things to Global Health,"Mobile Platforms, Environmental Health, Poverty Reduction, Big Data",http://benefunder.org/causes/337/evan-thomas
Steven,Wegmann,International Computer Science Institute,Health IT,How Math is Improving Speech Recognition Technologies,"speech, communication, math, software, diagnostics, language",http://benefunder.org/causes/154/steven-wegmann
Nadir,Weibel,"University of California, San Diego",Health IT,Human-Centered Computing: Putting the Human Before Everything Else,"Human-Computer Interaction, Ubiquitous Computing, Design, Medical Informatics, Mobile Health, Interactive Information Visualization, Multimodal Interactions",http://benefunder.org/causes/241/nadir-weibel
Distributed Health Labs,,"University of California, San Diego",Health IT,Do You Know Who's Healthy in Your Community?,"healthy, community, technology",http://benefunder.org/causes/121/distributed-health-labs
Aziz,Merchant,Rutgers University,Health IT,Training Surgeons while Maintaining Patient Safety,"Medical Simulation, Patient Safety, Residency and Medical Training, Virtual Reality, Simulation models, Simulation Center, Medical Education, Patient Outcomes, Mannequin, Standardized Patient, Team-Training",http://benefunder.org/causes/577/aziz-merchant
Jennifer,Stromer-Galley,Syracuse University,Health IT,How can Science Keep up with the Election’s Twitter Feed?,"political campaigns, social media, public opinion, human language technologies",http://benefunder.org/causes/578/jennifer-stromer-galley
Juan Pablo,Bello,New York University,Music,Pioneering Computational Music and Sound Analysis,"Sound, music, audio, machine listening, music information retrieval, machine learning, signal processing",http://benefunder.org/causes/473/juan-pablo-bello
Gert,Lanckriet,"University of California, San Diego",Music,A New Spin on Music,"music, cell phone, tune, melody, artificial intelligence, mood, location, activity",http://benefunder.org/causes/113/gert-lanckriet
Alyssa ,Goodman,Harvard University,Online Learning,Astronomy Propelling Interdisciplinary Research,"astronomy, visualization, data science, e-science, cyberinfrastructure, e-learning, cyberlearning, tech-ed, science education",http://benefunder.org/causes/515/alyssa-goodman
Scott ,Klemmer,"University of California, San Diego",Online Learning,Designing a World That Teaches Itself,"big data, design, instruction, online learning",http://benefunder.org/causes/131/scott-klemmer
Sarah,Bergbreiter,University of Maryland College Park Campus,Robotics,Ant-sized Robots with Big Applications,"robot, robotics, robots, microrobots, soft robots, locomotion, autonomy, microsystems, medical robotics, microfabrication, materials, sensing, actuation, biomechanics, energy, motors, assembly, networked robots, MEMS",http://benefunder.org/causes/181/sarah-bergbreiter
Noah,Cowan,Johns Hopkins University,Robotics,Building Biologically Inspired Robots,"motor control, robotics, neuroscience, control therapy, locomotion, brain, health, Robotics",http://benefunder.org/causes/103/noah-cowan
Ryan,Kastner,"University of California, San Diego",Robotics,Seeing the Deepest Corners of the Earth,"3D map, shipwreck, Mayan, culture, technology, culture, environment, education",http://benefunder.org/causes/204/ryan-kastner
Kartik,Ariyur,Purdue University,Smart Technology,"Direct Sensing Reduces Uncertainty, Raises Performance","adaptation, uncertainty, autonomy, big data, embedded systems, estimation, control, sensor fusion, nonlinear systems, health monitoring",http://benefunder.org/causes/216/kartik-ariyur
Christian,Claudel,King Abdullah University of Science and Technology,Smart Technology,Mobile Sensing System Applications,"Mobile sensors, Wireless sensor networks, Traffic sensing systems, Flash flood monitoring systems, UAVs, Drones, Traffic Congestion",http://benefunder.org/causes/182/christian-claudel
Shuguang (Robert),Cui,Texas A&M University,Smart Technology,Designing Better Cyber-physical Infrastructures,"Cyber-physical systems, national infrastructure, cascading failure, big data, statistical inference, machine learning, sensor network, Internet of things",http://benefunder.org/causes/231/shuguang-robert-cui
Tara,Javidi,"University of California, San Diego",Smart Technology,Optimizing Cyber-Physical Systems,"big data, smart energy grid, data center",http://benefunder.org/causes/195/tara-javidi
Tajana,Rosing,"University of California, San Diego",Smart Technology,Energy Efficient Smart Cities,"smart grid, Internet of Things, context-aware computing, mobile SoCs, energy efficiency ",http://benefunder.org/causes/538/tajana-rosing
Qualcomm Institute,,"University of California, San Diego",Smart Technology,Driving Innovation Forward,"information technology, communications, health, culture, energy, environment, wireless, photonics, cyberinfrastructure, nano, robotics, design",http://benefunder.org/causes/539/qualcomm-institute
Tamara,Berg,University of North Carolina Chapel Hill,Social Good,Understanding People Through Their Pictures,"fashion, clothes, pictures, images, visual, characteristics, online data",http://benefunder.org/causes/145/tamara-berg
Yejin,Choi,University of Washington,Social Good,AI in Human Language for Social Good,"natural language processing, computational linguistics, writing style, novels, literary success, deception, fake reviews, language and vision, image captions, visually impaired, equal web access, social good",http://benefunder.org/causes/514/yejin-choi
Lise,Getoor,"University of California, Santa Cruz",Social Good,Making Sense of a Richly Interconnected World,"Machine learning, graph mining, graphical models, statistical relational learning, probabilistic modeling.   Visual analytics, data integration.   Data science for social good.  Artificial Intelligence.",http://benefunder.org/causes/57/lise-getoor
Sheldon,Jacobson,University of Illinois Urbana-Champaign,Social Good,Data Solves Societal Problems,"Big Data, Analytics, Operations Research, Decision-making under uncertainty, Bracketology, Mass murders, Election forecasting, Obesity, Societal Impact",http://benefunder.org/causes/333/sheldon-jacobson
Rada,Mihalcea,University of Michigan,Social Good,Language: a Window into Human Nature,"tracking of human behavior, language as a window into human nature, computational linguistics, multimodal processing, psycholinguistics, sociolinguistics, tracking of cultural values, tracking of moral values, people, geolocation, deception, detection",http://benefunder.org/causes/502/rada-mihalcea
Nelson,Morgan,"University of California, Berkeley",Social Good,Exploring Technological Means for Society's Challenges,"Money in politics (UPSET): money in politics, digital media, informative feedback, effective political advertising, civic engagement, Signal processing vs machine learning: signal processing, signal representations, robust features, artificial neural network (ANN), deep neural network (DNN), multilayer perceptron (MLP) Learning about source separation from analysis of cortical signals: Electrocorticogram (ECoG), high gamma signals, source separation, Computational Auditory Scene Analysis (CASA), phoneme recognition, pitch estimation",http://benefunder.org/causes/84/nelson-morgan
Elaine,Oran,University of Maryland College Park Campus,Social Good,Expanding Knowledge of Explosions,"explosions, numerical simulation of reactive flows, high-speed propulsion, astrophysical explosions, solutions of the fully compressible Navier-Stokes equations, dust explosions, turbulence and turbulent reacting flows, coal mine explosions, gaseous fuels, multiphase reactions, Explosion Theory and Mitigation, fluid dynamics, disaster, natural disaster",http://benefunder.org/causes/426/elaine-oran
Barath,Raghavan,International Computer Science Institute,Social Good,Sustainable Computing,"computer, energy, resource, communication, rural internet access",http://benefunder.org/causes/165/barath-raghavan
Eswaran,Subrahmanian,Carnegie Mellon University,Social Good,Design Strategies for Social Change,"simulation, serious games, India, enabling participatory methods, international internships, cross-national collaboration, interdisciplinary, design, design theory ",http://benefunder.org/causes/457/eswaran-subrahmanian
Moshe,Vardi,Rice University,Social Good,Automated Reasoning Creates More Reliable Computing Systems,"algorithms, logic, verification, software, computational complexity",http://benefunder.org/causes/329/moshe-vardi
Nuno,Vasconcelos,"University of California, San Diego",Social Good,Computers that See,"digital application, vision, visual, machine learning, detection, image, text, recognition",http://benefunder.org/causes/261/nuno-vasconcelos
Kilian,Weinberger,Washington University,Social Good,Creating Greener Web Search Engines,"Multi-task learning, convex optimization, metric learning, dimensionality reduction, manifold learning, machine learned ranking",http://benefunder.org/causes/139/kilian-weinberger
Liz,Gerber,Northwestern University,Social Good,Innovation Research to Accelerate Innovation,"crowdfunding, crowdsourcing, innovation, design, teams, work, organizations",http://benefunder.org/causes/601/liz-gerber
Philip,Resnik,University of Maryland College Park Campus,Social Good,Using Computational Models to Connect Language and Mental State,"computational linguistics, natural language processing, computational social science, political science, mental health",http://benefunder.org/causes/571/philip-resnik
James,Fowler,"University of California, San Diego",Social Media,To What Degree are You Influenced by Your Friends and Their Friends?,"social network, peers, computer, impact, spread",http://benefunder.org/causes/130/james-fowler
Jeff,Hemsley,Syracuse University,Social Media,How Online Information Spreads Like Wildfire,"viral events, information diffusion, social networks, social media, media studies, data science, big data",http://benefunder.org/causes/472/jeff-hemsley
Urmimala,Sarkar,"University Of California, San Francisco",Social Media,Making Primary Care Safer,"health information technology, patient safety, adverse events, diagnosis, usability, health disparities, social media",http://benefunder.org/causes/354/urmimala-sarkar
John Ayers & Mark Dredze,,Johns Hopkins University,Social Media,New Frontiers in Public Health,"Big Data, Public Health, Computer Science, Tobacco Control, Mental Health, Obesity, artificial intelligence, machine learning, data mining, natural language processing, flu, web data, cigarette, smoking, twitter, social media, depression",http://benefunder.org/causes/547/john-ayers-mark-dredze
Weng Cho,Chew,"University of Illinois, Urbana-Champaign",Wireless Network,Maxwell’s Equations: Using Math and Physics to Advance Technology,"Electromagnetics, computational electromagnetics, inverse problems and imaging, multi-scale studies, and quantum electromagnetics",http://benefunder.org/causes/374/weng-cho-chew
Elza,Erkip,New York University,Wireless Network,Designing New Communication Networks,"Information theory, Wireless networks, Cooperative networking, Interaction in networks, Energy efficient communication networks, Fifth generation wireless networks",http://benefunder.org/causes/219/elza-erkip
Brighten,Godfrey,University of Illinois Urbana-Champaign,Wireless Network,Speed-of-Light Internet,"Internet, data center, security, software-defined networking, algorithms",http://benefunder.org/causes/522/brighten-godfrey
Deborah M,Gordon,Stanford University,Wireless Network,Lessons from Ants,"biology, ecology, complex systems, emergence, evolution, collective behavior, social organization, biology, complex systems, emergence, biology, evolution, collective behavior",http://benefunder.org/causes/452/deborah-m-gordon
Andreas,Molisch,University of Southern California,Wireless Network,The Physical Layer of Wireless Communication,"Wireless propagation channel, Multiple-antenna systems, millimeter waves, video streaming, indoor localization, cooperative localization, wireless vital sign monitoring, car-to-car communications",http://benefunder.org/causes/413/andreas-molisch
Lili,Qiu,The University of Texas at Austin,Wireless Network,Wireless Network Optimization and Applications,"Spectrum management, Big data, analytics, Localization, Wearable technology, 4G/5G",http://benefunder.org/causes/525/lili-qiu
Kyle,Cranmer,New York University,Big Data,Particle Physics in Data Science,"physics, particle physics, data science, big data, open science, astrophysics, reproducibility, statistics, machine learning",http://benefunder.org/kyle-cranmer
Lakshminarayanan,Subramanian,New York University,Big Data,Technology Promotes Sustainable Development,"networked systems, computing for development, data science, computational sustainability, technology and economic development",http://benefunder.org/causes/653/lakshminarayanan-subramanian
Scott E.,Fahlman,Carnegie Mellon University,Artificial Intelligence,Computers With Human-Like Common Sense and Language Understanding,"Artificial Intelligence, Knowledge Representation, Common-Sense Reasoning, Cognitive Systems, Knowledge-Base Systems, Scone, Planning, Episodic Representation, Episodic Reasoning, Natural Language Understanding, Natural Language Generation, Natural Language Processing, Human Language Understanding",http://benefunder.org/scott-e-fahlman
Rosalind,Picard,Massachusetts Institute of Technology,Wireless Network,Measuring Emotion to Improve Lives,"Affective Computing, Autism, Depression, Wellbeing, Wellness, Mental Health, Stress, Anxiety, Epilepsy, Wearable Sensors, Machine Learning, Big Data, Suicide prevention, seizures",http://benefunder.org/rosalind-picard
